;Unnamed: 0;NamaSPPG;Alamat;Tanggal Opsnal;Provinsi;wilayah;Nama Kepala;Nama Yayasan;Latitude;Longitude
7097;7097;SPPG Karimun Meral Sungai Pasir 1;Jl. Ahmad Yani RT 004/RW 002, SUNGAI PASIR, MERAL, KAB.  KARIMUN, KEPULAUAN RIAU;28-07-2025;KEPULAUAN RIAU;Wilayah I;Muhamad Surbaini;;0.99328;103.39645
7098;7098;SPPG Bintan Bintan Utara Tanjung Uban Selatan;Kawasan Perumahan Citra Onyx.,Jl. Mekar Sari/Kijo Sari Rt/Rw 01/03, Kelurahan Tj. Uban Selatan, Kecamatan Bintan Utara, Kabupaten Bintan- Kepulauan Riau.;28-08-2025;KEPULAUAN RIAU;Wilayah I;Ego Aditya Maolana;;1.06638;104.24275
7099;7099;SPPG Kota Batam Bengkong Bengkong Laut 3;Komplek Ruko Metro Kosmopolitan Blok A No. 9-11, Desa/Kelurahan Bengkong Laut, Kec. Bengkong, Kota Batam, Provinsi Kepulauan Riau.;28-08-2025;KEPULAUAN RIAU;Wilayah I;Alfiana Rizqiani Tohariah;;1.15642;104.02694
7101;7101;SPPG Kota Batam Sagulung Sungai Pelunggut 3;Komplek Pertokoan Pilar 12 Blok F No 2-5 Jl Dapur 12 , Sungai Pelunggut, Sagulung, Kota Batam, Kepulauan Riau;29-08-2025;KEPULAUAN RIAU;Wilayah I;Teddy Wahyudi;;1.02451;103.95947
7102;7102;SPPG Kota Tanjung Pinang Bukit Bestari Tanjung Pinang Timur 2;Jl. Ir Sutami No 1, Tanjung Pinang Timur, Kec. Bukit Bestari, Kota Tanjung Pinang, Kepulauan Riau;30-09-2025;KEPULAUAN RIAU;Wilayah I;Redho Agus Prayoga;;0.91228;104.4553
7103;7103;SPPG Kota Batam Nongsa Batu Besar 4;Ruko Permata Bandara No.35-38, Batu Besar, Kec. Nongsa, Kota Batam, Kepulauan Riau;30-09-2025;KEPULAUAN RIAU;Wilayah I;Nanda Gustrie Yani.S.S.Tr.Par;;1.14032;104.11553
7104;7104;SPPG Lampung Selatan Sidomulyo Sidodadi;Jl. Pasar Sidomulyo Desa Sidodadi Kec. Sidomulyo Kab. Lampung Selatan;01-09-2025;LAMPUNG;Wilayah I;Muhammad Rizqi;;-5.59476;105.5225
7105;7105;SPPG Way Kanan Bumi Agung Pisang Baru;Pisang Baru Rt/Rw 002/005 Pisang Baru, Bumi Agung Way Kanan;01-09-2025;LAMPUNG;Wilayah I;Gilang Aditia Fajar;;-4.33117;104.4525
7106;7106;SPPG Lampung Selatan Jati Agung Karang Anyar 2;Jl.Brawijaya Dusun IV A ;01-09-2025;LAMPUNG;Wilayah I;Ester Apriana Manik;;-6.2541;106.80611
7107;7107;SPPG Lampung Selatan Katibung Pardasuka;Jl. Temiang, Desa Pardasuka, Kecamatan Katibung, Kabupaten Lampung Selatan;01-09-2025;LAMPUNG;Wilayah I;Putri Tarisa;;-5.54009;105.42492
7108;7108;SPPG Lampung Tengah Seputih Agung Fajar Asri;Rt.003 Dusun I No.97Kampung Fajar Asri, Seputih Agung, Kab. Lampung Tengah, Lampung;01-09-2025;LAMPUNG;Wilayah I;Bayu Arfianto Wahyudi;;-4.94223;105.09586
7109;7109;SPPG Kota Metro Metro Utara Purwosari 2;Capit Urang Kel. Purwosari Kecamatan Metro Utara Kota Metro Provinsi Lampung;01-09-2025;LAMPUNG;Wilayah I;Yogi Ganda Saputra S.Pd.;;-5.08236;105.29324
7110;7110;SPPG Tulang Bawang Barat Tumijajar Daya Murni 2;Jl. Kh Ahmad Dahlan, Daya Murni, Kec. Tumi Jajar, Kab. Tulang Bawang Barat, Lampung;01-09-2025;LAMPUNG;Wilayah I;Nur Mujianto;;-4.63198;105.07687
7111;7111;SPPG Way Kanan Gunung Labuhan Gunung Labuhan;Jl. Lintas Sumatera Gunung Labuhan, Kec. Gunung Labuhan, Kab. Way Kanan, Lampung;01-10-2025;LAMPUNG;Wilayah I;Ricky Johanes;;-4.78927;104.57797
7112;7112;SPPG Pringsewu Pagelaran Pagelaran;Pagelaran, Kec. Pagelaran, Kabupaten Pringsewu, Lampung 35375;01-10-2025;LAMPUNG;Wilayah I;Yahya Maulana Andika;;-5.37117;104.88641
7113;7113;SPPG Lampung Tengah Padang Ratu Kota Baru;Kotabaru, Kota Baru, Kecamatan Padang Ratu, Kabupaten Lampung Tengah, Lampung;01-10-2025;LAMPUNG;Wilayah I;Dana Rahmat;;-5.06418;105.00254
7114;7114;SPPG Lampung Tengah Terbanggi Besar Bandar Jaya Barat 5;Jl. Proklamator Raya    rt 02 Rw 03 Kel. Bandarjaya Barat Kecamatan Terbanggi Besar Kabupaten Lampung Tengah, Lampung;01-10-2025;LAMPUNG;Wilayah I;NUR AISYAH BELLA;;-4.94597;105.21457
7115;7115;SPPG Lampung Tengah Seputih Agung Dono Arum;Jl. Raya Dono Arum, Dono Arum, Seputih Agung, Kabupaten Lampung Tengah, Lampung;01-10-2025;LAMPUNG;Wilayah I;Ferdi Wahyu Saputra;;-4.93899;105.12908
7116;7116;SPPG Lampung Selatan Sidomulyo Seloretno;Jln. Muria Timur, Desa Seloretno Kecamatan Sidomulyo Kabupaten Lampung Selatan;01-10-2025;LAMPUNG;Wilayah I;Fredy Pratama;;-5.6018;105.51533
7117;7117;SPPG Tulang Bawang Menggala Bujung Tenuk;Kagungan Dalam, Kecamatan Menggala, Kabupaten Tulang Bawang, Provinsi Lampung;02-09-2025;LAMPUNG;Wilayah I;Rio Pratama;;-4.57519;105.21083
7118;7118;SPPG Kota Bandar Lampung Labuhan Ratu Sepang Jaya 2;Jl. Kayu Manis No. 1C, Sepang Jaya, Kec. Labuhan Ratu, Kota Bandar Lampung, Lampung;02-09-2025;LAMPUNG;Wilayah I;Irvan Narabewa;;-5.37362;105.26787
7119;7119;SPPG Kota Bandar Lampung Kemiling Beringin Raya;Jl. Teuku Cik Ditiro Beringin Raya, Kec Kemiling, Kota Bandar Lampung, Lampung;02-09-2025;LAMPUNG;Wilayah I;Krisnina Maharani Wijaya;;-5.4002;105.20276
7120;7120;SPPG Pringsewu Pringsewu Pringsewu Selatan 2;Jl. Palapa, Pringsewu Selatan, Kec. Pringsewu, Kab. Pringsewu, Lampung;02-09-2025;LAMPUNG;Wilayah I;Gilang Ramadhan;;-5.35977;104.96936
7122;7122;SPPG Kota Metro Metro Timur Tejosari 2;Jl. Raya Stadion Tejosari 24 A, Tejosari, Metro Timur, Kota Metro, Lampung;02-09-2025;LAMPUNG;Wilayah I;Ariesto Rangga Wijaya;;-5.13664;105.3224
7123;7123;SPPG Pringsewu Pagelaran Gumuk Mas;Jl. Lintas Barat Sumatera (Jl. Raya Panutan), Gumuk Mas, Kec. Pagelaran, Kab. Pringsewu, Lampung;02-09-2025;LAMPUNG;Wilayah I;Ridwan Saputra;;-5.3683;104.89729
7124;7124;SPPG Kota Bandar Lampung Kemiling Sumber Agung;Jl. Tanus No.59 , Sumber Agung, Kec. Kemiling, Kota Bandar Lampung, Lampung;02-10-2025;LAMPUNG;Wilayah I;Agityawan Ranga Manyurang;;-5.41278;105.19189
7125;7125;SPPG Pringsewu Pringsewu Pringsewu Utara;JL. KH Ghalib No. 518, Pringsewu Utara, Kec. Pringsewu, Kab. Pringsewu, Provinsi Lampung;02-10-2025;LAMPUNG;Wilayah I;Nurahmad Sofyan;;-5.3503;104.976
7126;7126;SPPG Lampung Selatan Sragi Kuala Sekampung;Jl. Sejahtera, Kuala Sekampung, Kec. Sragi, Kabupaten Lampung Selatan, Provinsi Lampung;02-10-2025;LAMPUNG;Wilayah I;Jaya Riyanto;;-5.62687;105.75487
7127;7127;SPPG Lampung Utara Abung Surakarta Bandar Sakti;Jl. Raya Bandar Sakti, Kec. Abung Surakarta, Kabupaten Lampung Utara, Lampung;02-10-2025;LAMPUNG;Wilayah I;Ferhandika Utama Adi Mesa;;-4.68846;105.03588
7128;7128;SPPG Way Kanan Banjit Pasar Banjit;Jl. Pasar 1 No.115 Rt001 Rw001 , Pasar Banjit, Kec. Banjit, Kab. Way Kanan, Lampung;02-10-2025;LAMPUNG;Wilayah I;M Berlian Alfaridz;;-4.79497;104.49085
7129;7129;SPPG Lampung Selatan Candipuro Rawa Selapan;Dusun III Rt.002/Rw.001, Desa Rawan Selapan, Candipuro, Lampung Selatan, Lampung;02-10-2025;LAMPUNG;Wilayah I;Refi Gustiawan;;-5.51594;105.61182
7130;7130;SPPG Way Kanan Banjit Bali Sadhar Selatan;Kampung Bali Sadhar Selatan, Bali Sadhar Selatan, Banjit, Kabupaten Way Kanan, Lampung;03-09-2025;LAMPUNG;Wilayah I;Fauzi Fadhillah;;-4.78797;104.48785
7132;7132;SPPG Lampung Tengah Kalirejo Kali Dadi;Jl. Raya Kalidadi, Kali Dadi, Kalirejo, Kabupaten Lampung Tengah, Lampung;03-09-2025;LAMPUNG;Wilayah I;Fati Auzaky Ridwan;;-5.21796;104.97094
7133;7133;SPPG Kota Bandar Lampung Rajabasa Gedong Meneng;Jl. Cengkeh 3 No.23, Gedong Meneng, Kecamatan Rajabasa, Kota Bandar Lampung, Lampung 35147 ;03-09-2025;LAMPUNG;Wilayah I;Aldo Windi Pahlevi;;-5.37434;105.24238
7135;7135;SPPG Tulang Bawang Rawa Jitu Selatan Gedung Karya Jitu;TR 20 A, Kampung Medasari, Kec. Rawajitu Selatan, Kab. Tulang Bawang, Prov. Lampung;03-09-2025;LAMPUNG;Wilayah I;Yoga Kusuma Putra;;-4.22907;105.70566
7136;7136;SPPG Lampung Timur Bandar Sribhawono Sribhawono 2;Rt 013 Rw 007 Dusun 04 Desa Sri Bhawono, Sribhawono, Bandar Sribhawono, Kabupaten Lampung Timur, Lampung;03-09-2025;LAMPUNG;Wilayah I;Muhammad Nur Hafizh;;-5.31185;105.7202
7137;7137;SPPG Kota Bandar Lampung Kedamaian Kedamaian 2;Jl. P Kelagian Gang Rambutan Rt 12 No 2 Ling 1, Kedamaian, Kec. Kedamaian, Kota Bandar Lampung, Lampung;03-10-2025;LAMPUNG;Wilayah I;Yurie Zumas Saddid A.T;;-5.40841;105.27618
7138;7138;SPPG Lampung Timur Sukadana Mataram Marga 2;Jl. Soekarno Hatta No 117 Rt 01 Rw 02 Desa Mataram Marga Kec. Sukadana , Mataram Marga, Sukadana, Kab. Lampung Timur, Lampung;03-10-2025;LAMPUNG;Wilayah I;Danny Permana;;-5.06327;105.52885
7139;7139;SPPG Lampung Utara Kotabumi Selatan Kelapa Tujuh 3;Jl. Alamsyah Rpn No.90, Kelapa Tujuh, Kec. Kotabumi Selatan, Kab. Lampung Utara, Lampung;03-10-2025;LAMPUNG;Wilayah I;Brenda Hadi Yolanda;;-4.84585;104.90717
7140;7140;SPPG Way Kanan Buay Bahuga Bumiharjo;Kampung Bumi Harjo Kec. Buay Bahuga Kab. Way Kanan, Lampung;03-10-2025;LAMPUNG;Wilayah I;Muhammad Hayati Hafiz. U;;-4.29194;104.58758
7141;7141;SPPG Kota Metro Metro Barat Ganjar Asri 2;Jl. Padat Karya II, Kel. Ganjar Asri, Kec. Metro Barat, Kota Metro, Provinsi Lampung;03-10-2025;LAMPUNG;Wilayah I;Origo Hasiholan;;-5.13454;105.29004
7142;7142;SPPG Lampung Selatan Penengahan Kuripan;Jl. Banyu Urip Desa Kuripan Kecamatan Penengahan Kabupaten Lampung Selatan,Lampung;03-10-2025;LAMPUNG;Wilayah I;Riska Ismadewi;;-5.76062;105.7097
7143;7143;SPPG Lampung Timur Raman Utara Raman Endra;Rejo Binangun, Kec. Raman Utara, Kab. Lampung Timur, Lampung;03-10-2025;LAMPUNG;Wilayah I;Afif Somantri;;-4.97114;105.42895
7144;7144;SPPG Lampung Utara Kotabumi Kota Gapura;Kota Gapura, Kec. Kotabumi, Kabupaten Lampung Utara, Lampung;03-10-2025;LAMPUNG;Wilayah I;Anggi geopani;;-4.83508;104.89725
7145;7145;SPPG Tulang Bawang Barat Tulang Bawang Tengah Mulyo Asri;JL. Merdeka , Mulya asri Kec.Tulang Bawang Tengah, Kab.Tulang Bawang Barat , Lampung;04-08-2025;LAMPUNG;Wilayah I;Khulil Jannata;Yayasan Bina Insan Mulia Madani;-4.56862;105.14823
7146;7146;SPPG Lampung Selatan Candipuro Cinta Mulya;Jl.Musa Laksamana Desa Cintamulya Rt 001/Rw 002, Titiwangi, Candipuro, Kab. lampung Selatan;04-08-2025;LAMPUNG;Wilayah I;Roman Sahdian;Yayasan Anugerah Berdikari Jaya;-5.52781;105.57041
7147;7147;SPPG Lampung Timur Purbolinggo Toto Harjo;dusun toto harjo , rt 008 , rw005 , desa toto harjo kecamatan purbolinggo, kab lampung timur;04-08-2025;LAMPUNG;Wilayah I;razes alhaq;Bumdes Moncer Bae;-4.97214;105.49897
7148;7148;SPPG Way Kanan Pakuan Ratu Negara Harja;Rt.02 Rw.01 kampung negara harja kec.pakuan ratu kab.way kanan;04-08-2025;LAMPUNG;Wilayah I;Yona Irawan;Yayasan Khanza Jaya Indonesia;-4.42432;104.7813
7149;7149;SPPG Lampung Tengah Bangun Rejo Sido Rejo;Desa Sidorejo kecamatan Bangun Rejo Dusun 1 RT 02 RW 01, Lampung Tengah;04-08-2025;LAMPUNG;Wilayah I;Muhammad Kasim;Yayasan Sahabat Dalam Kasih;-5.22936;104.96074
7150;7150;SPPG Lampung Tengah Bumi Ratu Nuban Wates;Jl. Pandawa RT 1 RW 3. Desa Wates. Kecamatan Bumi Ratu Nuban. Kabupaten Lampung Tengah. Provinsi Lampung. WATES. BUMI RATU NUBAN. KAB. LAMPUNG TENGAH. LAMPUNG;04-08-2025;LAMPUNG;Wilayah I;Felik Krisdianto;Yayasan Bangun Bangsa Bersama;-5.10197;105.19337
7151;7151;SPPG Lampung Timur Labuhan Ratu Labuhan Ratu VII;Jl. Lintas pantai timur,labuhan ratu 7, kecamatan labuhan ratu, kabupaten Lampung Timur;04-08-2025;LAMPUNG;Wilayah I;Agung Tirta utama ;;-5.17263;105.70294
7152;7152;SPPG Pringsewu Pringsewu Pringsewu Timur 2;jln kesehatan, no 1085, kelurahan pringsewu timur, kec. pringsewu kab, pringsewu prov, Lampung;04-08-2025;LAMPUNG;Wilayah I;Mad Khotib;Yayasan Garuda Dwipantara Raya;-5.35619;104.97521
7153;7153;SPPG Kota Bandar Lampung Sukarame Sukarame 4;Jalur II Perumahan Griya Sukarame Bandar Lampung;04-08-2025;LAMPUNG;Wilayah I;Hersanti;Yayasan Garuda Dwipantara Raya;-5.38918;105.30723
7154;7154;SPPG Lampung Timur Way Jepara Braja Sakti 2;Desa Braja Sakti RT. 018 RW. 006, Kecamatan Way Jepara, Kabupaten Lampung Timur, Provinsi Lampung;04-08-2025;LAMPUNG;Wilayah I;ABDUL ROHIM;Yayasan Mathlaul Qur`an An-nur;-5.16407;105.70587
7155;7155;SPPG Tanggamus Gisting Campang 2;Jalan Raya Gunung Batu No 02 Kelurahan Campang, Kecamatan Gisting, Kabupaten Tanggamus;04-08-2025;LAMPUNG;Wilayah I;Titian Pelangi;Yayasan Asan Ahsan Perkasa;-5.41024;104.72765
7156;7156;SPPG Kota Bandar Lampung Tanjung Senang Tanjung Senang;Jalan Cendana Gg. Timbai 75A;04-08-2025;LAMPUNG;Wilayah I;Raezwardi Alvi;Yayasan Khulafaur Rosyidin Kholidin;3.03071;101.73194
7157;7157;SPPG Kota Metro Metro Pusat Metro;Jl. Brigjen Sutiyoso No. 20 RT 005 RW 013, Kelurahan Metro, Kecamatan Metro Pusat, Kota Metro, Lampung;04-08-2025;LAMPUNG;Wilayah I;Harits Kurniawan;Yayasan Pelita Hati Anak Negeri;-5.11622;105.30644
7158;7158;SPPG Mesuji Way Serdang Kejadian;Jalan Gajah Mada, Desa Kejadian Kec. Way Serdang Kab. Mesuji;04-08-2025;LAMPUNG;Wilayah I;ANGGA SOHIBUL HUDA;Yayayan Surya Sejahtera Bersama;-4.17482;105.1611
7159;7159;SPPG Lampung Tengah Punggur Nunggal Rejo;Jalan Pattimura Rt 11 dsn 3, desa Nunggal rejo kecamatan Punggur kabupaten Lampung tengah;04-08-2025;LAMPUNG;Wilayah I;Dimas Dwi Aryanto;Yayasan Nurul Al Fatih Fauziyah;-5.07089;105.28223
7160;7160;SPPG Pesawaran Tegineneng Trimulyo;Jl. Sutan sakti dusun Wonorejo RT 10 RW 05 Desa Trimulyo Kec.Tegineneng Kab.Pesawaran Provinsi Lampung;04-08-2025;LAMPUNG;Wilayah I;Aulia Ramadhan;Yayasan Garanta Untuk Indonesia;-5.17776;105.11822
7161;7161;SPPG Lampung Tengah Terbanggi Besar Poncowati;Jl. MT Haryono, no.02 RT/07, Anoman 2, Poncowati, Terbanggi Besar, Lampung Tengah;04-08-2025;LAMPUNG;Wilayah I;Alpriealian Renando;Yayasan Nusantara Sejahtera Mandiri;-4.88454;105.22028
7162;7162;SPPG Kota Bandar Lampung Tanjung Senang Way Kandis 2;Jl.M Yunus Ujung RT 006 Kel Way Kandis, Kec. Tanjung Senang, Kab. Bandar lampung, Prov. Lampung;04-09-2025;LAMPUNG;Wilayah I;Irwansyah;;-5.36002;105.27929
7163;7163;SPPG Lampung Barat Sekincau Sekincau;Jl. Lintas Liwa, Desa Betung Sukosari, Kecamatan Sekincau, Kabupaten Lampung Barat, Lampung;04-09-2025;LAMPUNG;Wilayah I;Muhammad Samsi Mustofa;;-5.03792;104.30276
7164;7164;SPPG Way Kanan Negeri Agung Bandar Dalam;Bandar Dalam 001/001, Bandar Dalam, Negeri Agung, Kabupaten Way Kanan, Lampung;04-09-2025;LAMPUNG;Wilayah I;Ukad Wahyudi;;-4.53489;104.64862
7165;7165;SPPG Lampung Timur Jabung Negara Batin;Dusun 6 Kelurahan Desa Negara Batin Kec. Jabung Kab. Lampung Timur, Lampung;04-10-2025;LAMPUNG;Wilayah I;Ervan Kurniawan;;-5.45864;105.67216
7167;7167;SPPG Kota Bandar Lampung Way Halim Jagabaya III 1;Jl Pulau Morotai kel. Jagabaya III, No 27 Kec Way Halim Bandar Lampung;05-05-2025;LAMPUNG;Wilayah I;Septa Aris Munandar;Yayasan Alrafaeyza Malik Nurman;-5.39459;105.27781
7168;7168;SPPG Lampung Utara Abung Selatan Bumi Raya;Jalan Lintas Sumatera, desa Bumi Raya, Kecamatan Abung Selatan, Kabupaten Lampung Utara, Lampung;05-05-2025;LAMPUNG;Wilayah I;Muhammad Nur Fauzi;Yayasan Prabu Center Kosong Delapan;-4.85978;104.93602
7169;7169;SPPG Pringsewu Pardasuka Padasuka;Jl. Raya Rasuna Said Pasar Pardasuka, Desa Pardasuka, Kec. Pardasuka, Kab. Pringsewu;05-05-2025;LAMPUNG;Wilayah I;Adi Putra Darmawan;Yayasan Tunas Mekar Cianjur;-5.47992;104.92846
7170;7170;SPPG Lampung Selatan Way Panji Sidoharjo;Desa Sidoarjo, Dusun Surabaya, RT 4 RW 1, Kec. Way Panji, Kab. Lampung Selatan. Kode pos 35354;05-05-2025;LAMPUNG;Wilayah I;Zulhikmi Abi Fandra;;-5.61867;105.59135
7171;7171;SPPG Lampung Timur Way Jepara Sumberejo;Jl. Ry Lintas Pantai Timur Sumberejo, Kecamatan Way Jepara, Kabupaten Lampung Timur, Provinsi Lampung;05-09-2025;LAMPUNG;Wilayah I;M. Yoga Nugraha Desastra;;-5.1925;105.70255
7172;7172;SPPG Kota Bandar Lampung Sukabumi Sukabumi 2;Jl. P.Tirtayasa Gang Pulau Kalimantan Depan Masjid Baiturrahim Rt 03 Lk.I Sukabumi Bandar Lampung;05-09-2025;LAMPUNG;Wilayah I;Ahmad Safta Adrian;;-5.39459;105.29459
7173;7173;SPPG Lampung Timur Pekalongan Pekalongan 3;Jl. Ah Nasution Dusun 2 Kel. Pekalongan Kecamatan Pekalongan Kabupaten Lampung Timur Provinsi Lampung;05-09-2025;LAMPUNG;Wilayah I;Taufiq Utomo;;-5.08002;105.36308
7174;7174;SPPG Tulang Bawang Menggala Tiuh Tohou;Jl. Lintas Sumatra Desa Tiuh Tohou Kec,Menggala KabupatenTulang Bawang Lampung;05-09-2025;LAMPUNG;Wilayah I;Muhammad Yusril;;-4.54415;105.22026
7175;7175;SPPG Pesawaran Padang Cermin Durian;Jl. Pematang Alwi, Durian, Padang Cermin, Kabupaten Pesawaran, Lampung;05-09-2025;LAMPUNG;Wilayah I;Sandi Nugroho;;-5.59465;105.14286
7177;7177;SPPG Lampung Tengah Kalirejo Ponco Warno;Jl. Hayam Wuruk RT 002 RW 011 Dusun XI;06-01-2025;LAMPUNG;Wilayah I;Ketut Alit Indra Satria,SH.MH;;-6.15253;106.81733
7178;7178;SPPG Kota Bandar Lampung Telukbetung Utara Gulak Galik;Jl. Cut Mutia No. 50 Rt/Rw 015/000 Kel. Gulak Galik Kec. Teluk Betung Utara, Kota Bandar Lampung, Lampung;06-09-2025;LAMPUNG;Wilayah I;Dimas Rizki Mahendra;;-5.43337;105.25697
7179;7179;SPPG Lampung Timur Labuhan Maringgai Labuhan Maringgai 2;Jl. Lintas Timur, Labuhan Maringgai, Kabupaten Lampung Timur, Lampung, Bandar NegerI;06-09-2025;LAMPUNG;Wilayah I;Gilang Rizki Ramadhan;;-5.40081;105.80458
7180;7180;SPPG Lampung Utara Bunga Mayang Negara Tulang Bawang;Jl. Jalur 2 Desa Negara Tulang Bawang Kec. Bunga Mayang Kab. Lampung Utara, Lampung;06-10-2025;LAMPUNG;Wilayah I;Isnu Azharyuda;;-4.59316;104.86765
7181;7181;SPPG Kota Bandar Lampung Tanjungkarang Barat Segalamider 5;Jl. Sultan Badaruddin Gg. Cempaka No.11 Rt.002/03 Kelurahan Segala Mider, Kecamatan Tanjung Karang Barat, Kota Bandar Lampung, Lampung;06-10-2025;LAMPUNG;Wilayah I;Agung Pratama;;-5.40504;105.25917
7182;7182;SPPG Lampung Utara Tanjung Raja Tulung Balak;Tulung Balak, Kec. Tanjung Raja, Kab. Lampung Utara, Lampung;06-10-2025;LAMPUNG;Wilayah I;Ahmad Ryan Rahmadi;;-4.91392;104.65542
7183;7183;SPPG Kota Bandar Lampung Enggal Enggal;Jl. Way Ngarip no. 2 Pahoman, Kec. Enggal, Kota Bandar Lampung;07-07-2025;LAMPUNG;Wilayah I;Maghfira Vania Putri;Yayasan Bangun Bangsa Bersama;-5.42413;105.26968
7184;7184;SPPG Way Kanan Umpu Semenguk Negeri Baru 2;Jl. Lintas Sumatera No 225. Negeri Baru Bedeng Sirap, Umpu Semenguk, Kab. Way Kanan, Lampung;07-08-2025;LAMPUNG;Wilayah I;Jeni Tamara ;;-4.43107;104.96809
7185;7185;SPPG Lampung Tengah Bandar Surabaya Subang Jaya;Desa Subang Jaya Kecamatan Bandar Surabaya Kabupaten Lampung Tengah, Lampung;07-09-2025;LAMPUNG;Wilayah I;Budi Santoso ;;-4.6674;105.69484
7186;7186;SPPG Lampung Timur Batanghari Nuban Trisnomulyo;RT 002 Dusun I Desa Trisnomulyo, Kecamatan Batanghari Nuban, Kabupaten Lampung Timur, Lampung;07-09-2025;LAMPUNG;Wilayah I;Rizki Setyadi;;-5.02387;105.40507
7187;7187;SPPG Lampung Timur Sekampung Udik Pugung Raharjo;Dusun II Rt.Rw 07.02 Kelurahan Pugung Raharjo Kecamatan Sekampung Udik Kabupaten Lampung Timur Provinsi Lampung;07-10-2025;LAMPUNG;Wilayah I;Poppy Tiara Henis;;-5.29715;105.56071
7188;7188;SPPG Lampung Selatan Bakauheni Bakauheni 2;Jl. Lintas Sumatera, Bakauheni, Kec. Bakauheni, Kabupaten Lampung Selatan, Lampung;07-10-2025;LAMPUNG;Wilayah I;Sonia Permata Ananda;;-5.85548;105.739
7190;7190;SPPG Lampung Barat Gedung Surian Ciptawaras;Jl. Warasakti Magelung Pekon Ciptawaras Rt/Rw 007/003, Cipta Waras, Kec. Gedung Surian, Kab. Lampung Barat, Lampung;07-10-2025;LAMPUNG;Wilayah I;Zeldi Mahesar Darojat S.H.;;-5.11078;104.48028
7191;7191;SPPG Lampung Timur Bandar Sribhawono Sribhawono;Sribhawono, Bandar Sribhawono, Lampung Timur, Lampung;08-09-2025;LAMPUNG;Wilayah I;Ridho Irva Mahendra;;-5.29892;105.74724
7193;7193;SPPG Pringsewu Sukoharjo Keputran;Jl. Kamboja Pekon Keputran Kec.Sukoharjo Kab. Pringsewu, Lampung;08-09-2025;LAMPUNG;Wilayah I;Nurkholis Majid;;-5.29317;104.97659
7194;7194;SPPG Kota Bandar Lampung Kemiling Sumber Rejo 3;Jl. Raden Imba Kesuma No. 100, Kemiling, Bandar Lampung, Sumber Rejo, Kota Bandar Lampung, Lampung;08-09-2025;LAMPUNG;Wilayah I;Angga Prabowo;;-5.40448;105.21384
7195;7195;SPPG Lampung Tengah Terbanggi Besar Terbanggi Besar 2;Gg. Kacang, Jl. Merapi, Kel. Karang Endah, Kec. Terbanggi Besar, Kab. Lampung Tengah, Lampung;08-09-2025;LAMPUNG;Wilayah I;Achmad Novan Shaladin;;-4.9295;105.24552
7196;7196;SPPG Kota Metro Metro Barat Mulyojati 2;Desa Mulyo Jati Kecamatan Metro Barat Kota Metro Provinsi Lampung, Mulyojati;08-09-2025;LAMPUNG;Wilayah I;Felix Elfonda;;-5.13517;105.29482
7197;7197;SPPG Lampung Selatan Merbau Mataram Mekar Jaya;Dusun Cimanuk Rt/Rw 003/006 Kelurahan Mekar Jaya Kecamatan Merbau Mataram Kabupaten Lampung Selatan Provinsi Lampung;08-09-2025;LAMPUNG;Wilayah I;Muhammad Devin Febrian Dhaffa Setyawan;;-5.50968;105.37259
7199;7199;SPPG Way Kanan Negeri Besar Tegal Mukti;Jl. Raya Tegal Mukti Kampung Tegal Mukti, Kecamatan Negeri Besar, Kabupaten Waykanan, Lampung;08-10-2025;LAMPUNG;Wilayah I;Muhammad Aziz Ibrondsyah;;-4.45221;105.02657
7200;7200;SPPG Lampung Utara Abung Semuli Semuli Jaya;Jl. Belibis Pama Transkim-Au, Semuli Jaya, Kec. Abung Semuli, Kabupaten Lampung Utara, Lampung 34582;08-10-2025;LAMPUNG;Wilayah I;Dhabit Tasauffie;;-4.79785;105.02848
7201;7201;SPPG Lampung Barat Bandar Negeri Suoh Srimulyo;Jl. Raya Srimulyo Blok 2 Ds Mangun Jaya Kecamatan Bandar Negeri Suoh Kabupaten Lampung Barat, Lampung;08-10-2025;LAMPUNG;Wilayah I;Nur Saputra;;-5.21622;104.29204
7202;7202;SPPG Lampung Tengah Punggur Tanggul Angin 2;Jl. Sidomulyo Tanggul Angin Kec. Punggur Kab. Lampung Tengah, Lampung;08-11-2025;LAMPUNG;Wilayah I;Diah Ayu Widyaningrum;;-5.04164;105.27799
7203;7203;SPPG Tanggamus Gunung Alip Pariaman;Desa Pariaman Rt. 001/001 Kec. Gunung Alip, Kab. Tanggamus Lampung;08-11-2025;LAMPUNG;Wilayah I;Muhyin Nizom;;-5.37971;104.77477
7204;7204;SPPG Kota Bandar Lampung Tanjungkarang Barat Segalamider 3;Jalan Pagar Alam No. 78, Kelurahan Segalamider, Kecamatan Tanjung Karang Barat, Kota Bandar Lampung, Provinsi Lampung;09-09-2025;LAMPUNG;Wilayah I;Muhammad Rizki Mauludin Sunia;;-5.38586;105.25006
7205;7205;SPPG Lampung Tengah Bandar Mataram Sendang Agung Mataram;Kampung Sendang Agung, Kecamatan Bandar Mataram, Sendang Agung Mataram, Kab. Lampung Tengah, Lampung;09-09-2025;LAMPUNG;Wilayah I;Muhamad Syukron Makmun;;-4.74731;105.42108
7206;7206;SPPG Lampung Timur Pasir Sakti Rejo Mulyo;Pasir Sakti Kabupaten Lampung Timur Rejo Mulyo, Pasir Sakti, Lampung;09-09-2025;LAMPUNG;Wilayah I;Muhamad Albaeroni;;-5.50486;105.7767
